,id,text,lang,is_retweet,user.description
1278420,1261643812578918407,new study questions the effectiveness of masks against sars-cov-2,en,False,"photography, music, sports, art, outdoors, family"
2538008,1261788443081916416,lol when someone totally misses the point (police -covid 19 -mask ) not rocket science,en,False,
1222141,1261637393205125120,"funny how they both were ""maskless"" during early briefings, but now, with reopening imminent, the masks are in place.",en,False,wwg1wga
1902491,1261711699264131073,"where is social distancing here!!!!? are they going to be prosecuted as putting police and everyone else at risk of covid? shouting, no masks,nothing!!!!",en,False,
2124085,1261736070179254273,"oh two shoppers just casually talking about people they knew were sick due to covid-19, both of them didn’t have any mask on too. it’s a grocery store, not a place to hang out.",en,False,"@mightykenny alternative account. passion for technology and food. orbit, blink."
440762,1261507517349232640,coronavirus pandemic: true freedom- lovers wear face masks,en,False,read news headlines analysis by experts in india. know the actual story behind the seen. get the top level of news event analysis by famous experts.
834423,1261575945862995969,"wearing clothes in shower, for covid purposes?",en,False,"believer in fairness, fight for what is right (always). mom of teenager (lord help me), occasional blogger. living with bc mets. cancer warrior & supporter"
226595,1261478542157602817,look at how d's enabled the spread of covid-19 in the usa and want it to continue #qanon #wearethenewsnow #factsmatter #wwg1wga #wakeupamerica #unitednotdivided #saveamerica #greatawakening,en,False,@potus @realdonaldtrump #torump2020 #q #qanon #qarmy #digitalsoldiers #cyberforces #thegreatawakening #patriot #maga2020 #kag2020 #wwg1wga2020
2622431,1261799574395633666,"felon caught with gun, rope, and mask released by judge over covid-19 concerns via",en,False,"guitar player,father of 3 ,conservative,sikh, carpenter, cabinet maker, college graduate, husband,love the outdoors and the oregon coast, world traveler"
2307418,1261757348319649793,shopping at wal-mart today. *no one observing their stupid directional arrows. *60% or more non-employees without masks *people well inside 6' *older woman w mask pulls it down below nose to ask mrs ls about books,en,False,"nytimes #1 bestselling author, film producer, ex-rock drummer"
10192,1261447488407388161,"“6 opposition activists arrested in #cameroon for distributing face masks & disinfectant gel, their lawyers & said friday”. eh camer! even inside #covid19 we get opposition. hopefully covid respects itself & doesn’t befriend the opposition",en,False,"telecoms exp. civil/structural engr by training, mcips, mba london business school. engrg, management & finance roles. retweets/️s/replies r not endorsements."
735746,1261558850790055936,& his crazy lunatic bunch! should be a weekend of nonsense & full on ass kissing which will result in absolutely nothing! great expenditure of tax payers money. hope no one brings covid-19 with them because you know masks won't be required. that would be a shame!,en,False,
538594,1261523270169440256,"healthcare workers facing covid-19 are doing their jobs under extraordinary levels of stress. but as teams find themselves unable to protect themselves with ppes like masks and gowns, job performance may suffer. #covid19 #healthnews",en,False,"registered nurse, founder of @digitalismedica and life transformation recovery (@lifetrecovery). connect on linkedin:"
849512,1261578686547079169,"wow! lots in that article right? as a fellow american, let’s unpack just a few points of it together. canada and the ppe and justin acting like the petulant child that he is. as of today the us is reporting 88,700k covid deaths while canada has had 5500. (1)",en,False,"mother, sister, daughter, friend, country girl in the city, love traveling in our rv, news junkie, winter, the usa, and #potustrump"
2298162,1261756236070039552,"#ppeshortage #ppe #trumpvirus #coverup may 16: trump admin accused of ‘seizing’ 50,000 n95 respirators intended for medical workers by masks for america masks seized: unprecedented federal interference",en,False,"when injustice becomes law, resistance becomes duty #resistance #resist #seekingjustice #fixthesystem #independent #fbr #rightmatters #gojoe"
2396555,1261770653365084161,dear can you please explain how a face mask works in stores where everyone and their dog has handled the merchandise? i’ll wait. #overit,en,False,"proud mom @0beseskeleton ️trump2020, rn, msn, pro life, 2a, backtheblue, dm, fb @genflynn g.papad, jessie jane duff, codeofvets, scott p, & others"
2345775,1261762037996302340,i've been trying not to scream out with this bad back of mine... just in case the neighbours hear and think it's murder... but the odd scream between doses o painkillers slips out! should i let it all out or muffle it with a covid mask?!!! going slowly mad!!,en,False,"uk.. writer, poet, spoken word artist & photographer @pexels ..."
2414851,1261772863662678020,given that sars and mers were both covid viruses and the running of cygnus in 2016 to see the effects of a virus that affects the respiratory system and is passed in a manner similar to covid 19 your analogy is absolute garbage.,en,False,
37992,1261450915136954368,"new q, the first of many... texas doctor explains how hcq (treament/cure) improves covid-19 patients in 5 hours #qanon #wearethenewsnow #factsmatter #wwg1wga #wakeupamerica #unitednotdivided #saveamerica #greatawakening",en,False,"grandmother, prayer warrior, proud patriot kagqwwg1wga️jerusalem undivided, eternal capital of israel #restartmiga"
22285,1261448973266501633,", is a serious spreader of #covid. it should be shut down now. printers & distributors have #covid. delivery people touch papers when folding & wrapping. do they have masks at 4:00 am? yawn? sneeze? delivery to subscribers who are old!",en,False,"#kag former #pepperdine vice chancellor; #claremontinstitute, & #heritagefound, #stanford, ab. #republican. views are mine alone."
152037,1261469796249419777,"a buddhist temple in pathum thani, just outside #bangkok, has adorned its #buddha statue with a face mask to remind passersby to wear a mask when they venture outdoors. #coronavirus",en,False,"press tv is the first iranian international news network, broadcasting in english on a round-the-clock basis."
2304146,1261756947805753344,"the coronavirus can spread through the eyes, so to avoid touching them it’s best to wear glasses for now.",en,False,"life’s decisions made here since 1933. breaking news and analysis, consumer advice and the original rankings guide."
2105494,1261733924734005248,coronavirus: how face masks are becoming fashionable,en,False,"a business and community portal promoting social change, innovation, inclusion and action"
682223,1261549702908203008,"good day friends. let us obey our doctors. wash our hands, maintain social distance and wear a mask. we should save lives. #covid-19 #staysafe #stayathome",en,False,"amb. ibrahim tudu, publisher, blogger & civil society activist. ""remember: 'actions & reactions are equal and opposite'. stay on your lane""."
244248,1261480718154248193,"covid hits the wh. there are no mask or ventilators available. trumps lies and stupidity have caused the death 87,000 americans. trump says americans are warriors, it's no big deal if they die, their sacrifice is to save the economy",en,False,
1952580,1261717129742749696,"gop cannot fathom the logic. open early, no social distance, no masks, bear the consequences. trump base getting wiped.",en,False,"former republican, vp. economist, publisher."
1999031,1261722149980647430,"i’d never wait in line to get into any store...and i’ll never wear a mask, unless required in a medical facility. this is total insanity! ya...why didn’t a walmart-covid breakout happen? walmart’s were packed, along w/ menards & a few others this entire time. it’s all such bs!",en,False,
2483259,1261781330020401152,virologist hospitalized with coronavirus believes he was infected through eyes because he was wearing mask #news,en,False,"hey there, i'm jody! follow me for my extraordinary, top-drawer tweets. i'll give you the mind-boggling truth behind today's world events ..."
618302,1261537857648201734,"don’t play around with coronavirus. 1.4 million u.s. cases, 87,000 deaths. you never know when it’s coming for you. be safe, wash your hands, wear your mask, 6ft social distancing is necessary. period.",en,False,"i am a kick ass, strong black woman, activist and organizer, standing in the gap! period."
73675,1261455341453062144,i went for my covid-19 tuesday. seeing the 2 guys testing every one in full ppe was another reality check. i’m at home for the long haul.,en,False,"i enjoy comedy,inspirational biographies & british tv #resistance #bluewave"
427531,1261505520294416391,"ok blame trump for 40k deaths! over past 3 wks, states have been supplied with ppe, ventilators, beds, etc! stay home inforced! yet 40k more died? mainly in dem states! blame trump or the gov’s in ny, il, nj, pa, etc who sent covid positive back to nursing homes to kill others?",en,False,what real americans really think!
2031167,1261725641923334145,"man drives 530 miles to deliver n95 masks to his sister, a nurse at a covid-19 hospital in north carolina:",en,False,"instant recipes, decorating ideas, gardening tips, and travel destinations for southern life."
569816,1261528836178616322,"buddy you think the coronavirus isn’t real and that wearing skinny jeans will give you aids, crawl back to fox news and fuck off. also take out the catholic in your bio because you clearly don’t know shit about the bible or what it preaches.",en,False,"the local heathen year round, local thot during the summer, 22, aries"
1656059,1261686020858236928,"not population density alone that determines spread of #covid19. orange & los angeles counties are adjacent. orange has a higher population density than la co, but la co has been much more restrictive than orange -- la beaches closed, masks required...",en,False,blessed be the god & father of our lord jesus christ which hath begotten us again to a lively hope by the resurrection of jesus christ from the dead. #maga2020
688569,1261550861429456896,haha i’m stressing so much about this dumb ap test i have to take next week and if this happens i will go on a rampage i swear,en,False,#taehyung: baby you’re so golden⁎
683712,1261549970567516161,covid mask ruthless valley,en,False,#tmc . 23.
2087871,1261731954480865283,interested in mask making? you really need to read this guide to the best materials to use! #covid19 #wearamask #masks4all #stayathome #masks4docs #mymasksaveslives #covid_19 #masks4alluk #literacy,en,False,literacygo.com- literacy and face masks
2433106,1261775058151899143,trump bashes reporter rattled by maskless anti-lockdown protester,en,False,"'but i don't want to go among mad people.' 'oh, you can't help that. were all mad here. i'm mad. your mad.'..."
2018918,1261724309925646336,"mandatory face masks for passengers, workers starts monday at pittsburgh airport (via wkbn 27 first news)",en,False,i will tweet about the news or sports i am a lakers and cavs fan i am a saints fan i am a buckeyes and youngstown state fan john cena fan becky lynch fan.
2169725,1261741261289132034,"sure, that's why docs and nurses who wear masks for 12-14hours are dropping, because of co2 narcosis. idiot.",en,False,"aging hippie, disabled hospice nurse. i'm about humanity. i don't engage trolls. #oregonstandoff #notmypresident #chronicpain #depression #fibromyalgia"
1525155,1261672469905248256,disheartening situation of the pandemic. dr sudhakar - landed in this situation after questioning the govt response of covid-19 to provide ppe & masks.,en,False,oracle
309068,1261489000755261440,"""pro-maskers"", ""antimaskers"". was bit caught in an are, realizing these are legitimate terms in us contemporary discourse on covid19.",en,False,student. letters. politics. ir. tea. tamil. libertarian. argumentative. skeptic. wannabe weberian. he/him. thrive from the scratch.
1171277,1261631220544389121,the clinical guidance resources are available online #weareicu #covid19 #esicmtv,en,False,consultant icm/anaesthesia @kingscritcare chair of @esicm editorial and publishing committee editor @wicsbottomline phd candidate at @phd_vub views my own.
1941996,1261715976242057219,"where's the panic? (apart from the few at the beginning who thought covid gave you dysentery) we are told to social distance, wash hands regularly, wear a face covering in enclosed spaces. i have not seen one person 'panicking'.",en,False,you keep using that word. i do not think it means what you think it means.
2563637,1261791793324199936,"trump is getting americans killed because he encourages racism, violence, disobeying stay at orders, not wearing masks ... he is not making america great",en,False,
353505,1261494877055041538,i swear we as floridians are so ignorant sometimes. leveling off because of the restrictions we put in place. yall seriously think the downward trend will remain after opening shit back up and its honestly just sad,en,False,
901232,1261589632145293313,"yes 1 case certainly: suo moto #pil in march on #covid-led closure of #midday #meals in #schools this, however, can't mask absence of urgency in giving rapid-fire directives to govts to protect #righttolife of #migrantsontheroad i feel ashamed as my daily #5qs to pm hv failed",en,False,#work worshiper veteran #newshound perpetual learner 1st account: @nmleo1 innovated #microblogging with daily #5qs to #modiji tweeted for last 2yrs & 2month
2289470,1261755201456951296,any idiot that goes about with a silly mask on his face should be boiled in his own pudding and buried with a stake of holly through his heart. #coronavirus #moronavirus,en,False,making the best with what i have everyday. #maga #americafirst #military #veteran #wwg1wga
1763026,1261697010790359041,all you gd idiots in santa clarita who are out and not wearing masks f you!!!!!! put a mask on i wanna smack you all in the face but i’m staying way more than 6ft away from you all!! #coronavirus #wearamask !!!!!!!!!,en,False,artist of cake i play w/food for a living & i love it call me the queen of cupcakes! follow me & bring a fork! cali babe halloween/holiday wars bakers assistant
2114103,1261734932273119232,"t&t is being told to sanitise, wear masks and stay away from others. more here",en,False,"celebrating 52 years of fearless journalism. home page stories from live updates, special features and more."
1163431,1261630234060881922,"#aatmanirbharbharat when the covid-19 crisis started not even a single ppe kit was manufactured in india, only a few n95 masks were available. today 2 lakh ppe kits and 2 lakh n95 masks are manufactured in india daily. via namo app",en,False,"i am state executive member, bhartiya janta party, haryana. i am bharat gaurav award winner for social-work. my page :"
1367089,1261653550435676160,india: truck crash kills 23 workers going home amid lockdown desitimes #dontdrinkbleach #thedesitimes #killervirus #montysaiyed #coronavirus #staysafe #stayhomeorder #wearmask #india,en,False,"publisher@the desi times ,bollywood livebollywoodshows, shows2u,the desi times, montys desi maska"
1014168,1261608808067018752,most people with covid -19 may not show any signs but can still spread the diseases. protect yourself : stay 2 metres away from the next person and use a mask.,en,False,alaliya
2316165,1261758437597351943,like who kids finna roam the streets eating shit a stranger just handed them bruh if this covid shit is a play i swear they won,en,False,"dolo epic, alias unlimited. trap rap champion. #groovcliq #dopegang writer, thinker, father, podcaster, enigma, prophecy. never name another nigga like me"
2549515,1261789917983715329,nice to see #police today in #hydeparkprotest following #government guidelines with #social_distancing yeah right i've never seen so many police right on each no 2 metres apart like you are meant to where are there face masks? no good wearing gloves that won't protect you! #covid,en,False,disabled suffer from severe depressionanxietywrestling fan cat dad to my beautiful lily i'm up all night due to #chronicpain
828552,1261574921110589441,"16 days after first getting symptoms of covid-19 & while i’m getting there, full recovery is slow, every day is a blessing! today is first day i’ve woke up not in pain so wearing my harry potter socks because gryffindors are determined & we will beat this! #gryffindor",en,False,film lover. cat owner. my views are my own. has tendency to overuse emojis️️
889109,1261587532669648898,evidence based informative video on effectiveness of masks in this coronavirus pandemic,en,False,kho gaye hain khayalo me kahi...
1573170,1261677421855756288,"thank you for all the love you’re pouring at our new, hottest accessory! the motochic face masks have just left our manufacturing facility, delay's caused by longer processing/shipping times due to covid-19! we can’t wait to ship these out to you towards the end of next week!",en,False,stylish gear for women on the move
1381934,1261655126714060801,"oops, another covidiot did it again. trump diehard who was booted from trader joe’s for refusing to wear a mask now has coronavirus symptoms via",en,False,"40s, texan, democrat; ️like jesus, not like the evangelical zealots & their hate - jesus did not ride an elephant! #imwithher! separation of church & state!"
2685032,1261808097602883584,an interesting demographic chart for cases tested for the 4 respiratory hcovs over for 3 years. one interesting observation is middle/high school kids tested have a very low incidence of hcovs: only the uncommon hku1. this hints at a longer immunity than “2 years” in kids?,en,False,"@livuni chem phd. all my papers are in physics journals. scientist, programmer, sw qa. n7wim. i tweet, retweet & like interesting things: none are endorsements."
2076252,1261730649368649728,rt best measures to combat covid-19 1 act early/aggressively 2 national shutdown (early) 3 centralize command for ppe 4 national surveillance for testing/contact tracing 5 therapeutics/vaccines 6 soc. safety net learn more:,en,False,"international affairs forum is the website journal of the center for international relations, w/ all-partisan content about international relations & economics."
112074,1261460044291268608,"i'm skeptical on everything connected with covid-19. that includes vaccines, tests, ppe, stats, genesis, science, mitigations and all the rest.",en,False,"former marine sniper. member of the most decorated unit in usmc history. the fighting fifth. former bookmaker. love horses, music, women, charlize."
653586,1261544425836228611,coronavirus: demand for face masks creates shortfall for those in real need . at a news conference in gene...,en,False,"#immigration, #refugees, #business, #humanitarian, #asylum, #travel, #education, #science, #human #rights,#sustainability, #prophetic, #culture,#africa, #peace"
577080,1261530174127894530,all coronavirus did was scare men into wearing gay face masks.,en,False,"composer/singer/saxophonist/guitarist/actor - on the good days i am for real, while on the bad days i am not!"
1797854,1261700650376855554,hey if what you say is true then why don’t you and your family of liars and idiots stop getting tested for covid-19 (since you get tested everyday be a “man” and just stop then. you already don’t wear a mask which is to protect others not you!) stupid murderer!,en,False,get trump out!! proud democrat and animal lover. single and loving it!
2073353,1261730326608523265,what is the matter don't masks work?,en,False,
1757840,1261696474267746306,"masks, gloves, glasses and three bottles of alcohol-based purifier to sanitise equipment, hands and car: journalists covering anti-lockdown protests need to come prepared. oh, and some advice: avoid hostile-looking people without masks. they may spit.",en,False,"journalist turned journalism professor at city, university of london"
1312910,1261647630897156096,you said you were diagnosed on the 31st. you went outside without a mask on the 12th. your math is wrong.,en,False,just a frustrated moderate trying to navigate a hyper-polarized world.
310154,1261489141038157824,coronavirus ravaged a choir. but isolation helped contain it. get your #covid__19 #covid19 #n95 #mask #coronavirus #trump #deltaairlines #americanairlines #unitedairlines #airlines,en,False,
2089608,1261732154758901767,watching this triggers a coughing reflex. shower that crowd with masks & strepsils.,en,False,
211422,1261476669082271744,former neurosurgeon says masks are ineffective against covid-19 and can cause health problems - and you don't have to look stupid !!!!,en,False,#maga #obamaknewlockhimup2 followed by @clinteastwoodla - @deannatlorraine - @frankierusso1 free money at the link below !!!!
2572587,1261792999157182467,wear a mask for everyone’s wellness. . . . for more details check out our website link in bio ️️ . . . #covid19 #covid_19 #covidmask #coronavirus #coronavírus #coronamask #coronavirusmask #facemask #onlineshop #online #staysafe #stayhealthy #usfacemask,en,False,reusable face masks for everyday life to keep you and others safe.
2076212,1261730644343873541,️ over a third of members who responded to our latest survey told us they are still under pressure to work without ppe. read the full report. #covid19,en,False,"we're a trade union and professional body supporting 450,000 nurses, midwives, hcas, aps and students."
2617396,1261798915340414976,"it's an additional public health measure that will help us all curb the spread of covid-19, and make it more likely that our 2020-21 school year will be closer to a sense of normal. i encourage you to wear a mask when in public.",en,False,"aircraft engineer. wichita public schools dist. 1 board member. civic arts, fighting creeping fascism in the great plains."
2295683,1261755932159008768,"every time i go outside, its evident covid-19 is gonna be with us a long time: groups of bicyclists riding with no masks. store owners arguing with customers to wear masks they have in their hands. even with a vaccine, containment in this country may be a serious challenge.",en,False,"(he/him) non binary. executive director @_beamorg , hatha yoga teacher w/ @yogaalliance author ‘dear universe:letters of affirmation & empowerment"
906327,1261590476936876032,"when you hear that person you were chilling with gidigidi the day before, the one with whom you broke all social-distancing and mask-wearing protocols, has tested positive for covid-19. automatic self-inflicted diarrhoea!",en,False,lover of god & neighbour lover of books journalist dope mc author translator proofreader motivational speaker certified go-getter
75762,1261455604813451264,"yes, these covid congregants don't give a damn about the economy or people -- if they did they would be demanding #ppe, #testandtrace and more for healthcare and essential workers.",en,False,"nihologist, essayist, novelist, social critic, pt poet. erstwhile union organizer. left pragmatist. us-italian dual citizen wandering. he/him."
1735415,1261694149494964225,what type of people wear the covid masks while driving alone in their cars?,en,False,"barber, traveler, film, stoic, coffee, music"
2392913,1261768899592368133,harvard and mit researchers are developing a face mask that lights up when it detects the coronavirus #covid19,en,False,"anthropologist, storyteller, entrepreneur. founder of @newyorkdesignst @taskinsnyc"
2021460,1261724595280678913,proud to announce my new position of masked/gloved/coronavirus negative tested driver for my good pal! her new sound of music series is killer:,en,False,"i'm alex! i'm @i8athumbtack on youtube, instagram, and snapchat! you may have seen me on buzzfeed, dexter, or other places! i'm also 1/3 of @lewberger!"
1982966,1261720415640195080,covid-19 update religious idiots again i will mask up before getting on the train to work @ 179th st subway station (f line),en,False,support81 ⸸satanist goth goal oriented bassist?metal extra acting threesome group s&m sex women only call or text 3475843316 cashier gristedes 59
1507045,1261668234073264128,document on website on page says in some countries national authorities advice wearing mask like india wide use of masks by healthy people is not supported by current evidence & carries uncertainties and critical risks.,en,False,#entrepreneur @indiamart #movies @bollywood #angel @gsfindia #sports @ogq_india
574895,1261529763115606016,"1. if someone is telling you masks could cause covid they are trying to fucking kill you. 2. if someone is trying to convince you they should be able to ""choose"" they are a selfish asshole.",en,False,"used to care about politics, now i just make masks for people who need them"
2622794,1261799617919885312,"in this 53-second video, i spotted dozens of people and only 3 masks—one of which was worn by a cop. another cop in the video is maskless. what's happening here is pretty simple: trump told america everything was fine, people are acting accordingly, and untold deaths will result.",en,False,attorney. @newsweek columnist. professor. author of new york times bestsellers proof of conspiracy ( & proof of collusion (
2686513,1261808300888395788,coronavirus latest: more than a third of nurses still forced to treat covid-19 without adequate ppe inews,en,False,brexit is a scam #fbpe #stopbrexit #brexitshambles #ledbydonkeys
845325,1261577931609997313,a lot of people are dying from the respirators because it’s too strong on their lungs and their body can’t take it but they don’t say that to the public,en,False,717.
2076663,1261730690984525827,"#coronavirus update! 5/16/2020 2:15pm est cases in the u.s. last updated on may 16, 2020 total cases 1,412,121 27,191 new cases* total deaths 85,990 2,043 new deaths* *compared to yesterday's data. #stayathomesavelives #quedateencasa #wearyourmask",en,False,"born in miami, florida, u.s.a. on may 19, 1950 from cuban parents."
2205128,1261745390833074177,the people who have donated to our crowd funding page are making a huge difference enabling us to purchase the extra things we need such as ppe to keep the 48 volunteers safe.,en,False,at hobmoor we aim for the highest academic standards whilst also growing in children a love of learning that will last a lifetime.
1132593,1261626239086977024,"simple explanation of the science. wear the mask to save lives, and so we can stop the virus and return to some sense of normal life. it's really that simple",en,False,
333246,1261492122630459392,"i hate to break it to you, no name, but masks help the spread of covid: if you have it and don’t know you are a spreader, it protects others. i read your bio. it pains me to tell you, republicans have abortions too. they just don’t talk about it. they hide it and use it for",en,False,"mother of boys. business owner with my husband. love family, friends, and outdoors. passionate right now about politics."
254831,1261482064869683200,"#5: politicization of everything: covid treatments, opening up or not, testing, mortality rates, “like the flu,” china, travel bans, masks... is there any issue that won’t become chum in our political waters? the virus is foe enough. why do this to ourselves? which leads to... /13",en,False,"chair, ucsf dept of medicine. career: what happens when a poli sci major becomes an academic physician. latest book: the digital doctor: hope, hype & harm..."
2310780,1261757773282500608,we've added new face mask satin elastic washable fabric face mask at our store. check it out here: #facemask #covid19 #coronavirus,en,False,we sell a variety of bridal accessories! affordable jewelry!wedding & eventful footwear and handbags by touch up s by benjamin walk & more!
2474707,1261780259231260672,chris hayes points out the glaring flaw with trump base’s anti-coronavirus mask stance,en,False,"#joebiden2020! cheesesteak creator, bone marrow transplant recipient #huntsmancancer, blocked by the gop"
1881466,1261709448088870912,"cw: covid, virus i've been back on main for like a day and i'm already seeing a ton of covid posts and the debate still seems to be running rampant: should i be wearing a mask when i go out or not?",en,False,fennel•he/him•23•nb trans️••disabled• yeen by @talipaw• next con: canfur2020 (i hope??) ad:@fennelferretad
1179122,1261632187033686023,do you think that #foxnews and all its brain dead anchors like are getting kickbacks from for singing his praises? #coronavirus #resistance #wearamask #wearamasksavelives,en,False,some days i go the fuck off! #politicaljunkie amateur photographer #animaladovocate #antitrump #resistance #voteblue
993260,1261605416993280000,wear a mask thou shalt not covid thy neighbor,en,False,an oldie but not forgotten 60’s hippie. we purged nixon back then and now it’s trump’s time to go! retired and raise beautiful birds to help keep my sanity.
703234,1261553342385459202,"i'm tired of hearing about wearing masks in public. it's been known for months now that covid-19 can get in through your eyes. also, this mass lockdown is fucking with my food. if it continues for several more months, i'll go hungry. so will many others. this is sadistic.",en,False,eat or be eaten.
2233279,1261748642152513536,"live sports for a good cause! what’s not to love? farmers insurance has pledged 1 million for a birdies-and-eagle pool to benefit off their plate, which aids covid-19 healthcare workers. tune in may 17! let's talk about your future. #wearefarmers #beyourownboss",en,False,"seeking entrepreneurs, leaders in se minnesota. i help build, buy or take-over agencies. training, coaching, financial support provided. let's talk!!"
763652,1261563646884397056,ranbir kapoor-alia bhatt ask paparazzi to stay safe and wear masks amid covid-19 pandemic #bhatt #covid #kapoor #masks #pandemic #paparazzi #ranbir,en,False,"news on business, technology, entertainment, startup's, automobile, health, lifestyle and funding from across the globe."
136903,1261463200349908993,it’s fake news. she knows because she’s out in public without a mask and hasn’t died of covid-19.* *yet,en,False,"muscogee (creek) writer-director of film, television, video games, graphic novels, and nasty twitter comments. he/him"
200059,1261475343870971905,why is pelosi taking off her mask?,en,False,"art, writing, chess, good food"
950398,1261598129369108480,"in fact, here’s the guy who is responsible (under the snp run snhs) admitting they got it wrong coronavirus: demand for ppe 'caught everyone by surprise'",en,False,"my name is geraldine, i'm your social worker. i am the master of my fate; i am the captain of my soul. glasgow rangers. then. now. forever."
1270016,1261642861809938433,"""“it’s the for-profit homes that are suffering,” martin said. “we can see it everyday in the numbers of covid infections and deaths that are growing among health-care workers and residents. we want to have proper ppe so all of our members are protected.""",en,False,we proudly represent over 5000 municipal and library workers in york region. have a question for us? feel free to drop us a line.
628878,1261539840849514497,"the us govt's goal to encourage the continued use of facial masks is to reinforce fear so that their own risk management programs can be intensified... this in pure terms, is nothing short of psychological manipulation and it has nothing to do with health or keeping people safe..",en,False,"opening minds with truth over narrative, for those who can think for themselves. naturopathic doctor. earth is flat. american christian patriot. 1a 2a goa"
2316945,1261758537627250688,#throughthekeyhole beverly callard should really have ironed her covid mask before wearing it on tv.,en,False,"i'm not proud of my tweets. its like a form of tourettes and i can't help it. i delete most of them, and you only see the sanitized ones. be glad... #nonvegan"
2522140,1261786335985229824,something tells me we will be wearing a mask until a vaccine is developed. ai models suggest masking policy more cost-effective than lockdown via,en,False,upcoming entrepreneur; strategic investor; #trader #investments #valueinvestor #business #businessanalysis #economy #stem #geopolitics #caribbean
906276,1261590470318264320,"who stress the central role of behavioural science in responding to covid 19: after all, until we have a vaccine, all our interventions depend on changing behaviour: staying home, physical distancing, quarantining, wearing masks, observing hygiene...",en,False,social psychology. social identity. collective action. and the odd political rant.
1093493,1261620796482637829,stark warning! behave as though you & everyone else is an asymptomatic carrier. #wearamask #stayhome #socialdistancing,en,False,"uc berkeley prof-health policy, politics. wrote public option, health affairs 6/2010 resist #voteblue #neveragain #blm followback #teampelosi joe biden #era"
2010444,1261723390928355330,"because macau has been using masks as its primary response since jan. 23, and despite being the world’s most crowded jurisdiction (pop. 600,000, with a land border to china), it has had zero covid-19 deaths and today has only 2 active cases.",en,False,representing rural eastern ontario since 2000.
321817,1261490632356290560,"narrator; “actually, julian used ppe when meeting patti long before the outbreak of covid-19 pandemic.”",en,False,go to heaven for the weather. go to hell for the company.
2198660,1261744622402973696,"debating whether to attend the funeral of a loved one. i want to be there to say goodbye, but i know it’s likely not safe. i assume most, if any at all, will wear masks. it seems very disrespectful if i don’t go. i hate the impossible decisions #coronavirus requires!!",en,False,"#scied, #genomics, #bioinformatics, & #evolution of insulin signaling @gep_cure, obsessed w/ my & @alabamaftbl *my opinions ! employer"
2607087,1261797538002161665,"woah..! oo nga noh? noong wala pang covid, i used to name them oa. but now i'm already one of them. doing what they does, and wearing that piece of cloth to protect me.",en,False,soñadora y mística que ama la lectura y la música.
1490312,1261666490253602818,"when wearing a mask, cover your mouth and nose and make sure it’s snug against your face. #stayhomedc",en,False,"clean energy access, healthy homes and environmental protection for #all8wards. swimmable, fishable anacostia and 100% clean electricity by 2032. re: @sustaindc"
1813848,1261702332850544644,"masks are not a symbol of fear, they’re a symbol of love. so proud of our team joining with folks across colorado in remembrance of those we’ve lost to covid-19.",en,False,"homegrown coloradan. state senator, arapahoe county. education, local gov, & water committees. loves dogs. @ahswarriors @harvarddivinity grad. #coloradovalues"
424972,1261505129003401216,fancy mask for brides amidst coronavirus; does it make sense? #coronamask #facemask,en,False,passionate blogger & food lover. bit sexy and crazy too.
1554733,1261675529540825088,"fauci's bad ""science"" caused the deaths. he gave bad info and hasn't been right about much. he said covid was not transmitted human to human and don't wear a mask...remember??? china and who caused the world's problems with covid 19 not trump or any leader of any country",en,False,moderate republican. becoming more conservative everyday. the left has pushed me to the right #maga #kag #trump2020 #womenfortrump
1429723,1261660110486745088,"the masked versus the unmasked the vacuous cow waving the flag is in a fuqing range rover. how is she being put out by stay at home? you fuqing dolts, wear a mast, wash your hands and stay inside when possible. idiots, retards, morons, eat shit and die.",en,False,"retired 25 year math teacher, punk rock fanatic."
124578,1261461593696555008,"in case you didn't know you got it straight from the jackass's mouth, masks are the ""symbol of fear"".",en,False,"doing my best to to keep trump and republicans from being reelected. don't care about a person's race, sexuality, gender as long as you are cool."
1644800,1261684862622355463,these university researchers are working on a face mask that could kill coronavirus on contact,en,False,"oklahoma city area news and updates from koco 5. tune in m-f at 4:30-7 a.m., 9 a.m., 5, 6 & 10 p.m."
847844,1261578392769630209,why shut down? covid-19 infections would plummet if 80% of americans just wore masks according to study,en,False,"gerald loeb award winner ;) 2x pulitzer nom, polk nom, cfe citi, @true_pundit subscribe to podcast ---support us here:"
891986,1261588032207151109,bbc news - coronavirus: doctors 'told not to discuss ppe shortages',en,False,"lover of language, the eu - oh, and grandkids... hater of brexit and all that entails.... oh, and r4 comedy - and that's the unbelievable truth..."
2295901,1261755959258603527,"apparently covid must be over in toronto cus driving by the lakeshore today i saw 100s upon 100s upon 100s of people hangin' out in groups, enjoying nice weather, letting their kids play with other kids, no one wearing a mask. they even blocked off two lanes of the street for it!",en,False,actor. model. writer @deliriumagazine & womeninhorror. star of necropolis: legion by @fullmoonhorror on amazon prime & hulu
913362,1261591679049613314,yeah #borisjohnson is a good laugh during #coronavirus lockdown too late shortages of ppe and testing for #nhsheroes no track and trace no vaccine no cure easing of #lockdown too early im in hysterics #ukcovid19,en,False,"owned by 2 cats. cancer survivor, rail worker animal lover, vegan, animals are my friends, i don't eat my friends #fuckcancer #hodgkinslymphoma #fuckthesystem"
